,MSE,RMSE,MAE,R2
初始模型,20.693958113962957,4.5490612343606625,2.6523399677175297,0.9940234215432963
策略一（剔除）,131.1300492821843,11.451202962229964,4.183416975548054,0.9621286066565675
策略二（添加）,21.16041892889817,4.600045535524423,2.6245239087894676,0.9938887039778075
